date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:03:28	33740/33740	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jul%202026%2022:13:51%20GMT	https://static.wixstatic.com/media/93910a_9b57f11463694ad695b54e5dcd0b34af~mv2.jpg/v1/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Johann_Mousain.jpg	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_9b57f11463694ad695b54e5dcd0b34af_mv2.jpg/v1/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Johann_Mousain.jpg	(from https://www.aikido-unite.com/)
01:03:28	28569/28569	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jul%202026%2022:13:52%20GMT	https://static.wixstatic.com/media/93910a_e2cae4a18ad34823975db0577d0c6b3e~mv2.jpg/v1/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_2484.jpg	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_e2cae4a18ad34823975db0577d0c6b3e_mv2.jpg/v1/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_2484.jpg	(from https://www.aikido-unite.com/)
01:03:28	25973/25973	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jul%202026%2022:13:52%20GMT	https://static.wixstatic.com/media/93910a_d9c53e6511f74edd99f077e8e77dda38~mv2.jpg/v1/crop/x_640,y_367,w_372,h_418/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG-20210620-WA0036.jpg	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_d9c53e6511f74edd99f077e8e77dda38_mv2.jpg/v1/crop/x_640,y_367,w_372,h_418/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG-20210620-WA0036.jpg	(from https://www.aikido-unite.com/)
01:03:29	131144/131144	---M--	200	added ('OK')	application/pdf	etag:%225987f66ad631c9c54b2e47d475efd203%22	https://www.aikido-unite.com/_files/ugd/93910a_cef7114dbed94db58fb27f6e2939514e.pdf	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/_files/ugd/1-Fiche%20d%27inscription%202025-2026%20AIKIDO%20UNITE%20.pdf_;%20filename_=UTF-8''1-Fiche%20d%27inscription%202025-2026%20AIKIDO%20UNITE%20.pdf	(from https://www.aikido-unite.com/)
01:03:29	569082/569082	---M--	200	added ('OK')	application/pdf	etag:%22dd1d1e23c00423cd9bcf5a4950c127b4%22	https://www.aikido-unite.com/_files/ugd/93910a_2fea0b4d05b4429c891f051e72375d07.pdf	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/_files/ugd/2_licence-FFAB-2025-2026.pdf_;%20filename_=UTF-8''2_licence-FFAB-2025-2026.pdf	(from https://www.aikido-unite.com/)
01:03:29	390362/390362	---M--	200	added ('OK')	application/pdf	etag:%224132c203e2a51da6bdeab0a74aaba247%22	https://www.aikido-unite.com/_files/ugd/93910a_e0750a7799e34add8c80a6054a9d5f36.pdf	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/_files/ugd/QUESTIONNAIRE%20MINEUR.pdf_;%20filename_=UTF-8''QUESTIONNAIRE%20MINEUR.pdf	(from https://www.aikido-unite.com/)
01:03:30	138651/138651	---M--	200	added ('OK')	application/pdf	etag:%22a2a795ccd0d7c2eb3c00dd530e6c0f26%22	https://www.aikido-unite.com/_files/ugd/93910a_a465ce7b259e47bbbcd7ee0d4b70ccb4.pdf	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/_files/ugd/QUESTIONNAIRE%20MAJEUR.pdf_;%20filename_=UTF-8''QUESTIONNAIRE%20MAJEUR.pdf	(from https://www.aikido-unite.com/)
01:03:30	42914/42914	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jul%202026%2022:13:56%20GMT	https://static.wixstatic.com/media/93910a_1fe0f62728584db893c8d9c90c0bc1bc~mv2.jpg/v1/crop/x_449,y_823,w_2302,h_2589/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Alain_Occeli.jpg	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_1fe0f62728584db893c8d9c90c0bc1bc_mv2.jpg/v1/crop/x_449,y_823,w_2302,h_2589/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Alain_Occeli.jpg	(from https://www.aikido-unite.com/)
01:03:30	347486/347486	---M--	200	added ('OK')	application/pdf	etag:%22259646805908f7614fe588748c32563e%22	https://www.aikido-unite.com/_files/ugd/93910a_6fa6548517494e6eb5eadfa92884418a.pdf	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/_files/ugd/attestation%20pour%20le%20questionnaire%20de%20sant%C3%A9.pdf_;%20filename_=UTF-8''attestation%20pour%20le%20questionnaire%20de%20sant%C3%A9.pdf	(from https://www.aikido-unite.com/)
01:03:30	31352/31352	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202026%2022:13:56%20GMT	https://static.wixstatic.com/media/93910a_a6445e5581ea454f88d687fe305ceb4d~mv2.png/v1/fill/w_287,h_323,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/logo_aikido_unite.png	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_a6445e5581ea454f88d687fe305ceb4d_mv2.png/v1/fill/w_287,h_323,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/logo_aikido_unite.png	(from https://www.aikido-unite.com/)
01:03:30	225769/225769	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202026%2022:13:56%20GMT	https://static.wixstatic.com/media/93910a_06493b0bfbcc4039850a94378b9d4801~mv2.png/v1/fill/w_287,h_323,al_c,lg_1,q_85,enc_avif,quality_auto/julia_abdo.png	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_06493b0bfbcc4039850a94378b9d4801_mv2.png/v1/fill/w_287,h_323,al_c,lg_1,q_85,enc_avif,quality_auto/julia_abdo.png	(from https://www.aikido-unite.com/)
01:03:31	48838/48838	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jul%202026%2022:13:56%20GMT	https://static.wixstatic.com/media/93910a_9b57f11463694ad695b54e5dcd0b34af~mv2.jpg/v1/crop/x_2,y_45,w_1378,h_1555/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Johann_Mousain.jpg	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_9b57f11463694ad695b54e5dcd0b34af_mv2.jpg/v1/crop/x_2,y_45,w_1378,h_1555/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Johann_Mousain.jpg	(from https://www.aikido-unite.com/)
01:03:31	725/725	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202026%2022:13:56%20GMT	https://static.wixstatic.com/media/0fdef751204647a3bbd7eaa2827ed4f9.png/v1/fill/w_23,h_23,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/0fdef751204647a3bbd7eaa2827ed4f9.png	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/0fdef751204647a3bbd7eaa2827ed4f9.png/v1/fill/w_23,h_23,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/0fdef751204647a3bbd7eaa2827ed4f9.png	(from https://www.aikido-unite.com/)
01:03:31	819/819	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202026%2022:13:57%20GMT	https://static.wixstatic.com/media/01c3aff52f2a4dffa526d7a9843d46ea.png/v1/fill/w_23,h_23,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/01c3aff52f2a4dffa526d7a9843d46ea.png	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/01c3aff52f2a4dffa526d7a9843d46ea.png/v1/fill/w_23,h_23,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/01c3aff52f2a4dffa526d7a9843d46ea.png	(from https://www.aikido-unite.com/)
01:03:31	927/927	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202026%2022:13:57%20GMT	https://static.wixstatic.com/media/11062b_6fc54c8957474101ba6e80b01907ae50~mv2.png/v1/fill/w_23,h_23,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_6fc54c8957474101ba6e80b01907ae50~mv2.png	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/11062b_6fc54c8957474101ba6e80b01907ae50_mv2.png/v1/fill/w_23,h_23,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_6fc54c8957474101ba6e80b01907ae50_mv2.png	(from https://www.aikido-unite.com/)
01:03:32	2203/2203	---MCZ	400	error ('Bad%20Request')	text/html	date:Tue,%2028%20Jul%202026%2023:03:31%20GMT	https://www.aikido-unite.com/${s.uri}	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/${s.23.delayed	(from https://www.aikido-unite.com/)
01:03:32	2203/2203	---MCZ	400	error ('Bad%20Request')	text/html	date:Tue,%2028%20Jul%202026%2023:03:32%20GMT	https://www.aikido-unite.com/window.location.href	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/window.location.24.delayed	(from https://www.aikido-unite.com/)
01:03:32	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	D:/AikidoUnite/SiteAikidoUnite/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://www.aikido-unite.com/)
01:03:32	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	D:/AikidoUnite/SiteAikidoUnite/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://www.aikido-unite.com/)
01:03:33	248/248	---MCZ	200	added ('OK')	text/xml	etag:W/%22f8-u2aFcMoN68Rv9KRBBNAO8Cs7Ur0%22	https://www.aikido-unite.com/sitemap.xml	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/sitemap.xml	(from https://www.aikido-unite.com/)
01:03:33	2206/2206	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Jul%202026%2023:03:33%20GMT	https://www.aikido-unite.com/feed.xml	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/feed.28.delayed	(from https://www.aikido-unite.com/)
01:03:33	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	D:/AikidoUnite/SiteAikidoUnite/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://www.aikido-unite.com/)
01:03:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jul%202026%2023:03:33%20GMT	https://www.aikido-unite.com/api/	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/api/index.html	(from https://www.aikido-unite.com/)
01:03:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jul%202026%2023:03:33%20GMT	https://www.aikido-unite.com/envelope/	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/envelope/index.html	(from https://www.aikido-unite.com/)
01:03:34	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	D:/AikidoUnite/SiteAikidoUnite/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://www.aikido-unite.com/)
01:03:34	73320/73320	---M-Z	200	added ('OK')	application/javascript	etag:W/%229160cc205bcdab8ba4b0910ec1500d14%22	https://static.parastorage.com/unpkg/lodash@4.17.23/lodash.min.js	D:/AikidoUnite/SiteAikidoUnite/static.parastorage.com/unpkg/lodash@4.17.23/lodash.min.js	(from https://www.aikido-unite.com/)
01:03:34	152168/152168	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e9e0314af00fab88608ef9760e01cd38%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.8aee7d1f.bundle.min.js	D:/AikidoUnite/SiteAikidoUnite/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.8aee7d1f.bundle.min.js	(from https://www.aikido-unite.com/)
01:03:35	224023/224023	---M-Z	200	added ('OK')	application/javascript	etag:W/%228dad93d6d1de3fded96a799d20ab7d8c%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.5749709b.bundle.min.js	D:/AikidoUnite/SiteAikidoUnite/static.parastorage.com/services/wix-thunderbolt/dist/main.5749709b.bundle.min.js	(from https://www.aikido-unite.com/)
01:03:35	152/152	---M-Z	200	added ('OK')	application/javascript	etag:W/%22063d7456f9155e3e1c25489d3182966d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	D:/AikidoUnite/SiteAikidoUnite/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	(from https://www.aikido-unite.com/)
01:03:35	3828/3828	---M-Z	200	added ('OK')	application/javascript	etag:W/%22aef38bbd7e062b16982a758b0d21a137%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	D:/AikidoUnite/SiteAikidoUnite/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://www.aikido-unite.com/)
01:03:37	9414/9414	---M-Z	200	added ('OK')	application/javascript	etag:W/%223430fcb37d390d2d7dedf0c95ef9c202%22	https://static.parastorage.com/services/tag-manager-client/1.1066.0/siteTags.bundle.min.js	D:/AikidoUnite/SiteAikidoUnite/static.parastorage.com/services/tag-manager-client/1.1066.0/siteTags.bundle.min.js	(from https://www.aikido-unite.com/)
01:03:39	224023/224023	---M-Z	200	added ('OK')	application/javascript	etag:W/%22cbda10c781e0da3db947fccdb61c377f%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.662fa8f6.bundle.min.js	D:/AikidoUnite/SiteAikidoUnite/static.parastorage.com/services/wix-thunderbolt/dist/main.662fa8f6.bundle.min.js	(from https://www.aikido-unite.com/l-a%c3%afkido)
01:03:39	40949/40949	---M-Z	200	added ('OK')	image/png	etag:W/%22bede7b196cb7d99b5f77444c353a3bbd%22	https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/media/sloppyframe.3214ce8e.png	D:/AikidoUnite/SiteAikidoUnite/static.parastorage.com/services/editor-elements-library/dist/thunderbolt/media/sloppyframe.3214ce8e.png	(from https://www.aikido-unite.com/les-cours)
01:03:39	27120/27120	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jul%202026%2022:14:06%20GMT	https://static.wixstatic.com/media/93910a_d9c53e6511f74edd99f077e8e77dda38~mv2.jpg/v1/crop/x_627,y_335,w_396,h_445/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG-20210620-WA0036.jpg	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_d9c53e6511f74edd99f077e8e77dda38_mv2.jpg/v1/crop/x_627,y_335,w_396,h_445/fill/w_287,h_323,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG-20210620-WA0036.jpg	(from https://www.aikido-unite.com/les-cours)
01:03:44	569082/569082	---M--	200	added ('OK')	application/pdf	etag:%22dd1d1e23c00423cd9bcf5a4950c127b4%22	https://www.aikido-unite.com/_files/ugd/93910a_c70360a269184bfc9474399fb5b4b842.pdf	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/_files/ugd/02_licence-FFAB-2025-2026.pdf_;%20filename_=UTF-8''02_licence-FFAB-2025-2026.pdf	(from https://www.aikido-unite.com/inscriptions)
01:03:44	342968/342968	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202026%2022:14:12%20GMT	https://static.wixstatic.com/media/93910a_59509d41993743b78022c216e5e343e0~mv2.png/v1/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/93910a_59509d41993743b78022c216e5e343e0~mv2.png	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_59509d41993743b78022c216e5e343e0_mv2.png/v1/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/93910a_59509d41993743b78022c216e5e343e0_mv2.png	(from https://www.aikido-unite.com/stages)
01:03:44	109359/109359	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202026%2022:14:12%20GMT	https://static.wixstatic.com/media/93910a_e1e0386999bf46fd8a368e7e548cb82e~mv2.png/v1/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/93910a_e1e0386999bf46fd8a368e7e548cb82e~mv2.png	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_e1e0386999bf46fd8a368e7e548cb82e_mv2.png/v1/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/93910a_e1e0386999bf46fd8a368e7e548cb82e_mv2.png	(from https://www.aikido-unite.com/stages)
01:03:45	328805/328805	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202026%2022:14:13%20GMT	https://static.wixstatic.com/media/93910a_417ff4e7e6514bf782a1ec45929272ac~mv2.png/v1/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/93910a_417ff4e7e6514bf782a1ec45929272ac~mv2.png	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_417ff4e7e6514bf782a1ec45929272ac_mv2.png/v1/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/93910a_417ff4e7e6514bf782a1ec45929272ac_mv2.png	(from https://www.aikido-unite.com/stages)
